Line,Station,Lat,Long,E_WGS84_Z7,N_WGS84_Z7,ALT,Az,Dur,Noise,rE_0011,rE_0022,rE_0045,rE_0090,rE_0180,rE_0360,rE_0720,rE_1440,rN_0011,rN_0022,rN_0045,rN_0090,rN_0180,rN_0360,rN_0720,rN_1440,iE_0011,iE_0022,iE_0045,iE_0090,iE_0180,iE_0360,iE_0720,iE_1440,iN_0011,iN_0022,iN_0045,iN_0090,iN_0180,iN_0360,iN_0720,iN_1440,SNI_0011,SNI_0022,SNI_0045,SNI_0090,SNI_0180,SNI_0360,SNI_0720,SNI_1440
1000,5000,61.39027911,-139.1869718,596845,6807605,862,62.1,180,0,,-0.144,-0.124,-0.122,-0.1,-0.076,-0.053,-0.027,,-0.132,-0.152,-0.155,-0.149,-0.142,-0.132,-0.102,0.15,0.02,0.031,0.022,0.04,0.048,0.045,0.043,0.015,-0.003,0.01,0.019,0.016,0.022,0.028,0.03,53.7,186.4,350.7,610.4,993.8,1335.8,1011.5,527.8
1000,5000,61.39027911,-139.1869718,596845,6807605,862,351.4,137,0,,-0.124,-0.129,-0.113,-0.1,-0.075,-0.054,-0.033,,-0.192,-0.182,-0.17,-0.164,-0.156,-0.143,-0.116,0.091,0.018,0.014,0.023,0.039,0.048,0.04,0.025,-0.034,0.013,0.019,0.019,0.02,0.028,0.025,0.016,48,229.6,423.3,904.5,1671.9,2612.7,2611.7,1831
1000,5250,61.39186452,-139.1839775,597000,6807786,824.4,23.8,184,0,,-0.089,-0.074,-0.064,-0.037,0,0.014,-0.054,,-0.118,-0.075,-0.031,0.001,0.025,0.052,0.135,0.076,0.043,0.032,0.041,0.054,0.057,0.047,-0.014,0.027,0.067,0.078,0.071,0.06,0.048,0.034,0.06,48.4,173.2,365.9,490.5,501.6,699.9,458.8,116.8
1000,5500,61.39364276,-139.1806346,597173,6807989,753.8,309.3,119,0,,-0.074,-0.052,-0.022,0,0.019,0.024,0.021,,-0.079,-0.008,0.056,0.095,0.106,0.115,0.088,0.017,0.036,0.045,0.041,0.037,0.024,0.012,-0.001,0.083,0.096,0.104,0.087,0.058,0.03,-0.024,-0.004,32.6,188.4,443.9,821.5,1226.5,1578.2,2001.4,635.6
1000,5750,61.39520984,-139.1776221,597329,6808168,716.3,14.9,208,0,,-0.097,-0.06,-0.025,-0.019,-0.083,-0.645,-0.384,,-0.048,0.009,0.061,0.079,0.057,-0.112,-0.575,0.131,0.041,0.034,0.032,0.028,0.024,0.115,0.247,0.21,0.068,0.083,0.059,0.024,-0.001,-0.078,-0.018,40.4,186.2,331.5,549.5,390,131.8,27.7,10.2
1000,5750,61.39520984,-139.1776221,597329,6808168,716.3,309.3,125,0,,-0.087,-0.077,-0.024,-0.002,0.017,0.021,0.01,,-0.078,-0.01,0.057,0.095,0.112,0.117,0.085,0.069,0.036,0.044,0.039,0.038,0.029,0.01,-0.048,0.059,0.091,0.105,0.088,0.059,0.026,-0.004,-0.024,34.9,140.9,239.9,361.5,764.5,1279.3,334.1,72.7
1000,6000,61.39698188,-139.1744979,597490.3,6808370,832.4,61.2,124,0,-0.241,-0.045,-0.031,-0.016,-0.003,0.009,0.02,0.028,-0.017,-0.037,0.001,0.036,0.042,0.028,0.019,0.023,-0.038,0.028,0.028,0.025,0.023,0.021,0.009,-0.004,-0.334,0.038,0.049,0.031,0.002,-0.011,-0.011,-0.008,21.6,212.1,470.4,1126.2,2297.9,3614,3900.6,2581.6
1000,6000,61.39698188,-139.1744979,597490.3,6808370,834.2,348.5,121,0,-0.368,-0.028,-0.039,-0.029,-0.015,-0.002,0.013,0.014,-0.099,-0.054,-0.013,0.024,0.033,0.021,0.015,0.015,-0.171,0.029,0.024,0.023,0.025,0.021,0.013,0,-0.019,0.053,0.053,0.033,0.007,-0.005,0,-0.001,23.9,138.9,343.3,598.9,1139.9,1469.6,923.3,614.9
1000,6250,61.39875657,-139.1713077,597655.1,6808572.4,824.7,231,105,0.1,-0.023,-0.035,-0.017,-0.002,0.002,0.006,0.009,0.006,-0.057,-0.042,-0.018,0.009,0.014,0.013,0.016,0.026,-0.008,0.011,0.024,0.018,0.01,0.005,0.001,-0.011,-0.031,0.008,0.029,0.025,0.013,0.011,0.019,0.022,70.8,185,387.8,910.4,1753.9,3225.7,3524,3013
1000,6500,61.40050443,-139.1683323,597808.5,6808771.5,840.2,231.3,124,0.3,0.178,-0.017,-0.018,-0.004,0.004,0.01,0.021,0.029,-0.072,-0.049,-0.028,-0.004,0.007,0.012,0.02,0.032,0.037,0,0.02,0.02,0.017,0.018,0.018,0.014,-0.054,-0.008,0.02,0.025,0.019,0.018,0.022,0.025,32.6,229.1,596.5,1474.7,3824.3,7350.3,7360.9,4675.2
1000,6750,61.40221835,-139.1649745,597982.4,6808967.4,851.7,339.5,95,3.5,-0.043,-0.027,-0.029,-0.024,-0.021,-0.013,-0.014,-0.014,-0.023,-0.047,-0.039,-0.015,-0.003,0.005,-0.002,0.003,-0.04,-0.009,0.009,0.012,0.012,0.014,0.007,0.015,-0.086,-0.025,0.008,0.02,0.018,0.015,0.01,0.018,60.7,157.8,362.3,676.7,975.4,979,547,417
1000,7000,61.40383678,-139.1619329,598139.7,6809152.2,818.3,17.3,71,0,-0.139,-0.077,-0.028,-0.031,-0.023,-0.017,0.001,0.02,0.022,-0.032,-0.036,-0.021,-0.011,-0.007,0.024,0.081,-0.044,-0.025,0.001,0.008,0.009,0.011,0.011,0.002,-0.109,-0.05,-0.012,0.007,0.005,0.004,0.008,0.021,38.6,116.4,338.5,652.8,1197.3,1309.4,475.9,132.3
1000,7000,61.40383678,-139.1619329,598139.7,6809152.2,817.6,313.9,99,0,-0.188,-0.047,-0.045,-0.029,-0.023,-0.018,-0.006,-0.006,0.112,-0.037,-0.041,-0.028,-0.02,-0.014,0.001,0.003,-0.029,-0.024,0,0.01,0.01,0.011,0.005,0.007,-0.104,-0.051,-0.012,0.008,0.009,0.008,-0.003,0.001,35.9,174.2,444.6,944.1,1729.7,1734.1,1185.6,530
2000,0,61.35075245,-139.2349256,594403,6803133,1277.4,334.9,301,0,,-0.151,-0.015,-0.014,-0.018,-0.027,0.493,,,-0.019,0.003,0.071,0.115,0.102,-0.273,,0.109,0.033,0.012,0.006,-0.015,-0.095,-0.379,-0.214,0.072,0.059,0.082,0.073,0.024,-0.002,0.198,0.118,40.2,160.8,336.5,650.8,1545.8,2640.4,3447.4,1006.3
2000,0,61.35075245,-139.2349256,594403,6803133,1277.4,77.9,163,0,,-0.161,-0.053,-0.014,-0.005,-0.009,0.018,,,0.019,0.024,0.088,0.128,0.107,0.021,,0.216,0.037,0.042,0.003,-0.026,-0.052,-0.041,-0.067,0.026,0.05,0.071,0.069,0.021,-0.038,-0.082,-0.01,33.6,143.1,213.1,477.1,1442.7,2322,2219.1,1284.2
2000,250,61.35239181,-139.2318597,594562,6803320,1275.8,150.9,241,0,,,0.031,0.026,0.05,0.059,0.163,,,,-0.029,0.006,0.026,0.024,-0.056,,0.042,-0.016,0.02,0.031,0.022,0.019,0.015,0.008,0.069,0.05,0.042,0.043,0.029,0,0.012,0.103,37.5,170.5,452.5,822.5,1062.6,957.4,420.8,83.8
2000,500,61.35406724,-139.2288102,594720,6803511,1273.9,200,290,0,,,0.015,0.01,0.006,0.009,0.201,,,,-0.066,-0.07,-0.07,-0.081,-0.213,,-0.103,0.01,0.019,0.013,0.005,0.006,0.021,0.1,0.003,0.005,-0.007,-0.012,-0.012,-0.013,0.002,-0.008,38.6,226,655.8,1251.6,1318.7,520.2,61.8,4.5
2000,750,61.35569579,-139.2256134,594886,6803697,1264.8,108.4,187,0,,-0.032,-0.016,-0.005,-0.014,-0.027,0.009,,,0.004,-0.028,-0.063,-0.086,-0.1,-0.151,,0.039,0.028,0,-0.003,-0.005,-0.005,0.027,-0.039,0.025,-0.016,-0.03,-0.044,-0.043,-0.034,-0.032,0.107,126.7,101.9,302.6,588.5,701.8,341.6,119.2,34.1
2000,1000,61.35755975,-139.2225712,595043,6803909,1235.5,357.6,181,0,,-0.142,-0.028,-0.005,-0.006,0.014,0.069,0.075,,0.029,0.028,0.004,-0.012,-0.016,-0.012,0.019,0.078,0.027,0.018,0.02,0.029,0.046,0.032,-0.25,0.055,0.009,-0.01,-0.023,-0.012,0.005,0.026,0.092,87.3,105.9,274.2,478.2,531.2,648,333.7,11.6
2000,1000,61.35755975,-139.2225712,595043,6803909,1235.5,70.1,274,0,,-0.09,-0.004,-0.005,0.007,0.021,0.077,0.05,,0.069,0.037,0.011,-0.007,-0.017,-0.023,0.044,0.023,0.051,0.024,0.015,0.025,0.033,0.042,-0.019,0.063,0.007,-0.013,-0.027,-0.02,-0.001,0.016,0.058,113.3,108.6,400.9,729.5,795.8,443.2,111.9,0
2000,1250,61.35912876,-139.219639,595195,6804088,1204.8,311,249,0,,-0.065,-0.023,-0.013,-0.025,-0.017,-0.009,,,0.05,0.042,0.013,-0.01,-0.033,-0.037,,0.164,-0.004,-0.008,-0.001,0.01,0.027,0.056,0.128,0.029,0.019,-0.014,-0.032,-0.027,-0.004,0.028,0.022,16.4,140.7,401.6,672.5,694.9,406.6,162,23.4
2000,1500,61.36083612,-139.2163057,595368,6804283,1225.5,343.7,177,0,-0.235,-0.02,-0.004,0.02,0.027,0.038,,,0.11,0.193,0.233,0.256,0.265,0.265,,,0.117,0.032,0.024,0.021,0.024,0.027,0.002,,0.116,0.109,0.072,0.037,0.01,-0.024,-0.049,,27.3,89.8,224.4,488.9,595.2,591.2,238.3,5.9
2000,1750,61.36249325,-139.2132556,595526,6804472,1236.9,101.3,268,0,,0.057,0.078,0.089,0.101,0.095,,,,0.237,0.263,0.289,0.287,0.279,,,0.138,0.104,0.04,0.014,0.043,0.022,0.007,-0.011,0.085,0.09,0.077,0.031,-0.02,-0.066,-0.107,-0.001,49.2,106.3,316.2,707,542.3,100.5,27.8,0
2000,2000,61.36424053,-139.2102373,595682,6804671,1252.5,103.7,162,0.2,-0.037,0.081,0.09,0.094,0.079,0.081,,,0.134,0.179,0.226,0.241,0.233,0.169,,,0.164,0.067,0.029,0.004,-0.023,-0.054,-0.081,0.056,0.098,0.104,0.056,0.001,-0.046,-0.075,-0.03,-0.074,31.4,126.2,360.5,781.3,997.2,1451.3,1439.4,261.1
2000,2000,61.36424053,-139.2102373,595682,6804671,1252.5,166.7,260,0,0.536,0.142,0.131,0.14,0.134,0.097,,,0.278,0.156,0.202,0.216,0.204,0.175,,,0.063,0.017,0.036,0.006,-0.025,-0.053,0.093,0.185,-0.01,0.099,0.051,-0.003,-0.044,-0.077,-0.214,-0.111,62.3,185.3,524.9,1059.3,871.4,212.3,79.5,7.6
2000,2250,61.36587834,-139.2070941,595845,6804858,1255.6,184.6,237,0,0.102,0.109,0.138,0.145,0.138,0.074,,,0.058,0.121,0.148,0.153,0.131,0.14,,,0.123,0.08,0.053,0.015,-0.005,-0.023,,,0.095,0.069,0.031,-0.018,-0.051,-0.057,,,44,175.2,504.3,964.7,832.6,289.6,134.8,39.8
2000,2500,61.36752579,-139.2040061,596005,6805046,1254.9,15.8,190,0,,-0.029,0.03,0.047,0.054,0.05,,,,0.107,0.147,0.14,0.109,0.062,,,0.099,0.064,0.032,0.021,0.008,-0.004,-0.012,-0.064,0.118,0.077,0.031,-0.025,-0.055,-0.063,-0.023,0.05,49.2,114.3,320.3,538,371.7,124.7,20.4,2.3
2000,2750,61.36918164,-139.2008798,596167,6805235,1239.2,2.9,189,0,,0.009,0.032,0.038,0.046,0.072,,,,0.089,0.118,0.119,0.101,0.088,,,0.091,0.049,0.034,0.021,0.015,0.002,-0.045,,0.122,0.077,0.041,0.005,-0.005,0.007,0.057,,45.7,153.8,412.5,610.3,373.1,76.2,11.9,0.2
2000,3000,61.37085661,-139.1978457,596324,6805426,1150.7,307.4,295,0,,,-0.059,0.031,0.032,0.043,-0.098,,,,0.03,0.082,0.08,0.082,0.125,,-0.019,-0.061,0.047,0.024,0.019,0.011,,,0.015,0.05,0.049,0.025,0.022,0.039,,,274.6,116.1,247.5,688.7,574,257.4,22.2,0
2000,3000,61.37085661,-139.1978457,596324,6805426,1150.7,52.8,218,0,,,-0.049,-0.253,-0.022,0.038,0.146,,,,0.094,0.099,0.098,0.094,0.087,,0.166,0.127,0.031,-0.004,0.009,0.016,,,-0.058,0.072,0.048,0.026,0.018,0.03,,,63.9,30.6,265.9,274.6,417.4,274.8,33.3,0
2000,3250,61.37256466,-139.1946035,596492,6805621,1102.1,331.4,180,0,,-0.166,-0.037,-0.015,-0.009,-0.007,-0.074,,,0.004,0.059,0.085,0.102,0.12,0.147,,0.139,0.042,0.035,0.017,0.02,0.022,0.029,,0.101,0.08,0.069,0.052,0.047,0.046,0.049,,37.6,145,283.3,516.4,402.1,265.9,66.3,0
2000,3500,61.37425743,-139.1915677,596649,6805814,1032.1,100.2,295,0,,,,-0.019,-0.008,0.008,,,,,,0.096,0.127,0.159,,,0.148,,0.061,0.038,0.039,0.044,-0.002,,0.017,,0.063,0.073,0.059,0.038,0.034,,33.8,75.5,245.9,651.8,601.4,457.8,149,36.4
2000,3750,61.37601793,-139.1882282,596822,6806015,992.2,67.4,283,0.1,,-0.117,-0.08,-0.059,-0.041,-0.023,,,,-0.023,-0.002,0.041,0.084,0.117,,,0.079,0.05,0.031,0.032,0.04,0.053,-0.048,,0.083,0.077,0.083,0.084,0.072,0.047,0.024,,32.3,125.9,327.6,548,418.7,84,3.9,0
2000,4000,61.37766669,-139.1852691,596975,6806203,965.4,91.1,250,0,,-0.093,-0.102,-0.094,-0.076,-0.094,,,,-0.079,-0.049,-0.008,0.033,0.083,,,0.289,0.041,0.026,0.031,0.036,0.034,-0.237,,0.082,0.064,0.072,0.084,0.083,0.079,-0.003,,34.2,192.7,470.5,637,413.3,70.1,0,3
2000,4000,61.37766669,-139.1852691,596975,6806203,965.4,183.8,231,0,,-0.039,-0.048,-0.08,-0.059,-0.027,,,,-0.079,-0.031,0.003,0.039,0.074,,,-0.009,0.065,0.041,0.046,0.048,0.033,-0.117,,-0.029,0.066,0.071,0.08,0.078,0.067,-0.081,,22.3,149.7,308.3,602.2,492,113.7,15,0
2000,4250,61.37926104,-139.1822754,597130,6806385,945.3,350.5,228,0,-0.068,-0.082,-0.099,-0.088,-0.094,-0.087,,,-0.243,-0.173,-0.159,-0.123,-0.088,-0.053,,,0.02,0.01,-0.004,-0.002,0.013,0.038,0.046,-0.082,0.039,0.047,0.058,0.071,0.075,0.082,-0.001,0.063,48.1,204.5,419.7,718.2,528.2,92.1,0,2.8
2000,4500,61.38097844,-139.1790871,597295,6806581,908.6,353.2,235,0,,-0.146,-0.13,-0.135,-0.134,,,,,-0.171,-0.167,-0.143,-0.115,,,,0.031,0.024,0.011,0.024,0.043,0.082,0.002,0.066,0.076,0.052,0.039,0.053,0.059,0.061,-0.023,0.024,59.2,160.2,455.2,661.9,427.8,48.8,49.7,23.3
2000,4750,61.38256393,-139.176112,597449,6806762,891.1,10.5,333,0,,-0.162,-0.18,-0.179,-0.151,-0.132,,,,-0.22,-0.178,-0.167,-0.139,-0.118,,,,0.046,,-0.009,0.028,0.069,,-0.095,,0.029,,0.048,0.057,0.057,,0.093,79.7,201.1,389.9,490.5,433,59,0.6,0
2000,5000,61.38769305,-139.1664797,597947.5,6807347.6,798.5,305.6,130,0,-0.043,-0.047,-0.025,0.001,0.017,0.021,0.034,0.003,-0.122,-0.078,-0.025,0.034,0.068,0.078,0.082,0.048,0.039,0.031,0.045,0.038,0.024,0.011,-0.009,-0.032,0.034,0.072,0.091,0.077,0.045,0.018,-0.014,-0.049,50.4,152.2,322.1,576.2,1017.6,1483.1,1189.9,1110.1
2000,5000,61.38769305,-139.1664797,597947.5,6807347.6,874.5,275.4,183,0,,-0.118,-0.108,-0.096,-0.087,-0.037,,,,-0.193,-0.143,-0.113,-0.088,-0.081,,,-0.127,-0.015,0.019,0.028,0.034,0.045,,-0.103,0.029,0.044,0.05,0.056,0.056,0.046,,0.162,18.1,142.1,375.6,615.1,506.5,75.6,0,0
2000,5250,61.3859717,-139.1697539,597778,6807151,858.1,237.4,187,0,,-0.063,-0.116,-0.108,-0.086,-0.056,,,,-0.185,-0.126,-0.093,-0.074,-0.072,,,-0.092,0.011,0.032,0.031,0.043,0.015,0.033,0.015,-0.046,0.031,0.044,0.054,0.051,0.064,0.064,0.113,64.5,154,464.1,780.7,721.9,107.3,0,3.3
2000,5750,61.38936626,-139.1636368,598094.1,6807538.2,853.9,221.9,155,0,-0.038,-0.029,0.007,0.029,0.041,0.033,-0.001,-0.073,-0.094,-0.053,-0.011,0.036,0.052,0.049,0.029,-0.012,0.041,0.039,0.048,0.037,0.013,-0.007,-0.017,-0.083,0.009,0.056,0.07,0.05,0.022,0.003,-0.005,-0.036,54.4,159.1,308.1,639.1,1222.2,1642.2,1288.4,1244.1
2000,6000,61.3911066,-139.1603158,598266,6807737,840.6,159.4,126,0,0.281,0.041,0.043,0.026,0.029,0.027,0.014,0.035,-0.094,-0.039,-0.001,0.031,0.038,0.036,0.033,0.052,-0.202,0.01,0.018,0.025,0.007,-0.003,0.02,0.022,0.042,0.038,0.05,0.034,0.014,0.007,0.023,0.029,26.6,136.9,287.9,709.5,1528.2,2642.2,2944.1,2386
2000,6000,61.3911066,-139.1603158,598266,6807737,835.2,249,154,0,0.978,0.024,0.029,0.02,0.023,0.019,-0.011,-0.124,-0.164,-0.074,-0.034,0.016,0.028,0.027,0.021,-0.028,0.113,0.033,0.038,0.026,0.009,0.002,0.017,0.075,-0.035,0.041,0.053,0.04,0.022,0.017,0.028,0.047,42.4,123,266.1,736.6,1323.2,1631.1,1185.3,1660.5
2000,6250,61.39277242,-139.1573341,598420,6807927,852.9,345.3,181,0.1,-0.426,-0.15,-0.085,-0.012,-0.008,-0.005,0.023,0.034,-0.064,-0.068,-0.032,-0.001,0.009,0.01,0.037,0.057,0.092,0.009,0.013,0.011,0.007,0.001,0.003,0.003,-0.016,0.006,0.028,0.026,0.014,0.008,0.011,0.003,55.7,158.1,351.7,911,1631.5,3167.3,3908.1,3364.3
2000,6500,61.39467822,-139.154306,598575.7,6808143.8,833.4,324.9,189,0,-0.079,-0.032,-0.028,-0.018,-0.008,-0.02,-0.153,-0.124,-0.041,-0.056,-0.042,-0.018,-0.005,-0.004,-0.089,-0.071,0.006,0.007,0.011,0.011,0.008,0.003,-0.13,-0.274,-0.044,-0.006,0.015,0.023,0.016,0.012,-0.086,-0.219,43.3,179,417.4,760.6,921.8,599.7,206.4,291.6
2000,6750,61.39613111,-139.1510609,598744.4,6808310.5,829.6,348.1,208,2.7,-0.043,-0.028,-0.028,-0.028,-0.022,-0.018,-0.031,-0.179,-0.032,-0.052,-0.046,-0.026,-0.016,-0.009,-0.01,-0.128,0,-0.011,0.003,0.007,0.007,0.007,0.031,0.223,-0.08,-0.029,0.003,0.017,0.014,0.013,0.026,0.154,49.6,161.4,400.7,774.7,1150.4,1154.3,854.7,646.6
2000,7000,61.39781163,-139.1482496,598889.2,6808501.9,839.3,44.6,165,0,0.01,0.025,0.023,0.016,0.009,0.004,-0.006,0.028,0.003,-0.051,-0.061,-0.038,-0.032,-0.024,-0.051,-0.124,0.096,0.041,0.008,-0.006,-0.01,-0.018,-0.024,-0.02,-0.075,-0.046,-0.009,0.009,0.015,0.02,0.027,0.046,55.8,182.7,451.3,848.8,1151.1,942.5,423,230.4
2000,7000,61.39781163,-139.1482496,598889.2,6808501.9,815.5,105.6,135,0,-0.147,-0.041,-0.019,-0.029,-0.024,-0.019,-0.053,-0.059,0.027,-0.018,-0.015,-0.016,-0.011,-0.006,-0.001,0.012,0.19,-0.028,-0.001,0.002,0.006,0.008,0.017,0.02,-0.109,-0.053,-0.011,0.006,0.011,0.02,0.027,0.026,9.9,105.8,253.7,637.3,907.2,1027.1,641.9,416.6
3000,0,61.34474715,-139.2213158,595149,6802484,1219.9,178.9,261,4.7,-0.111,0,0.037,0.071,0.093,0.046,0.688,0.661,0.044,-0.018,0.02,0.073,0.093,0.109,-0.577,-0.573,0.032,0.068,0.061,0.05,0.014,-0.139,-0.181,-0.086,0.039,0.054,0.069,0.05,0.008,0.079,0.096,0.023,78,266.6,522.4,986,2171.1,5871.6,6093,4034.3
3000,0,61.34474715,-139.2213158,595149,6802484,1219.9,241.5,124,0,0.823,0.022,0.031,0.06,0.093,0.099,0.082,0.004,-0.368,-0.048,0.009,0.065,0.088,0.074,0.05,0.073,0.021,0.11,0.056,0.052,0.038,0.002,-0.031,0.04,-0.022,0.036,0.074,0.056,0.01,-0.03,-0.052,-0.196,39,116.4,274.3,476.8,645.4,464.6,379.7,86.7
3000,250,61.34655254,-139.2179226,595325,6802690,1219.8,359.8,256,0,-0.143,-0.018,-0.005,0.007,0.024,0.032,0.078,-0.106,-0.101,-0.081,-0.049,-0.004,0.026,0.024,0.011,0.247,0.115,0.034,0.029,0.023,0.011,-0.003,0.092,-0.037,0.021,0.051,0.064,0.062,0.038,0.014,0.012,0.074,51.8,171.7,407.2,646.8,575.6,125.7,8.7,0
3000,500,61.34811027,-139.2148235,595486,6802868,1212.8,315.2,181,0,,-0.036,-0.003,0.007,0.019,0.024,,,,-0.091,-0.093,-0.084,-0.077,-0.084,,,0.031,0.032,0.031,0.026,0.015,-0.002,-0.146,,0.001,0.002,0.01,0.01,0.001,-0.013,-0.032,,38.1,138.7,358.2,619.9,621.5,285.2,52.7,0
3000,750,61.3498185,-139.2115659,595655,6803063,1220.5,26.3,204,4.2,-0.083,0.001,0.01,0.033,0.051,0.067,,,-0.076,-0.078,-0.08,-0.084,-0.075,-0.05,,,0.045,0.044,0.034,0.038,0.043,0.024,-0.167,,0.012,0.002,0,0.013,0.033,0.049,0.048,,41.3,108,275.3,503.8,419.3,98.5,14.4,0
3000,1000,61.35142391,-139.2086878,595804,6803246,1216.2,342.7,161,0,,-0.011,0.007,0.028,0.059,0.085,0.081,-0.16,,-0.068,-0.075,-0.098,-0.095,-0.065,-0.027,0.038,0.174,0.031,0.043,0.039,0.04,0.034,0.121,0.036,-0.011,-0.007,-0.016,-0.002,0.027,0.048,0.022,0.004,21.1,100.8,265.3,494.8,508.2,421.9,336.1,45.3
3000,1000,61.35142391,-139.2086878,595804,6803246,1216.2,62.1,127,0,,-0.001,0.015,0.029,0.057,0.079,0.118,0.15,,-0.048,-0.065,-0.085,-0.09,-0.074,-0.068,-0.072,0.072,0.072,0.035,0.038,0.03,0.021,0.089,0.001,-0.011,-0.02,-0.018,-0.009,0.018,0.041,-0.036,0.023,35.3,106.3,280.8,489.6,458.1,306.4,236.6,36.7
3000,1250,61.35327359,-139.2052718,595981,6803457,1130,21,160,0,-0.063,0.028,0.056,0.084,0.11,0.144,0.178,0.041,-0.013,-0.001,-0.013,-0.033,-0.027,0.005,0.044,0.098,0.056,0.053,0.052,0.062,,0.058,0.067,-0.051,0.014,0.005,-0.005,0.004,,0.069,0.077,0.082,36.5,121.2,307.6,596.6,539.1,369.1,318.5,12.6
3000,1500,61.35492248,-139.2022971,596135,6803645,1117,24.3,245,0,,0.029,0.064,0.085,0.107,0.13,,,,0.162,0.194,0.21,0.226,0.243,,,0.092,0.058,0.051,0.042,0.036,0.022,,,0.108,0.092,0.06,0.038,0.02,-0.017,,,49.6,110.5,283.2,540.6,491.3,121,12.9,4.6
3000,1750,61.3567022,-139.199034,596304,6803848,1193.8,13.2,284,0.1,,0.002,0.045,0.058,0.052,,,,,0.214,0.257,0.281,0.281,,,,0.143,0.087,0.035,0.014,0.011,0.001,,,0.128,0.104,0.069,0.009,-0.044,-0.096,,,90.6,173.2,425.8,764,455.6,50.8,3.1,1.8
3000,2000,61.35819941,-139.1961422,596454,6804019,1254.4,2.4,273,0,,-0.205,0.028,0.07,0.07,0.005,,,,0.182,0.233,0.249,0.236,0.206,,,0.231,0.065,0.057,0.015,0.007,0.038,,,0.159,0.101,0.056,-0.006,-0.064,-0.122,,,28.1,133.2,389.6,704.2,376.2,26.7,1.6,0.3
3000,2000,61.35819941,-139.1961422,596454,6804019,1254.4,278,227,0,,0.115,0.137,0.154,0.142,0.201,,,,0.125,0.183,0.199,0.194,0.154,,,0.03,0.088,0.047,0.018,-0.015,-0.098,,,0.013,0.082,0.05,-0.005,-0.052,-0.082,,,25.1,139.3,436,805.3,524.5,53.5,4.8,5
3000,2250,61.35988101,-139.1929401,596620,6804211,1276.3,218.4,214,0,0.109,0.135,0.145,0.143,0.144,0.102,,,0.055,0.094,0.145,0.155,0.136,0.115,,,0.142,0.077,0.048,0.013,-0.009,-0.004,0.068,,0.077,0.082,0.043,-0.007,-0.04,-0.065,-0.012,,46.1,165.6,446.9,919.5,617.7,84,4.2,0
3000,2500,61.36155953,-139.1901869,596762,6804402,1228.4,182.9,254,0,,0.143,0.148,0.132,0.121,0.102,,,,0.081,0.112,0.117,0.092,0.064,,,0.31,0.072,0.052,0.019,0.005,,,0.102,0.075,0.066,0.031,-0.013,-0.035,,,-0.029,22.4,165,445.5,903.3,755.8,119.5,7.1,6
3000,2750,61.36327689,-139.1869821,596928,6804598,1076.6,210.4,462,0,,0.159,0.102,0.118,0.111,0.096,,,,0.045,0.102,0.093,0.084,0.097,,,0.21,0.124,0.063,0.03,0.024,,-0.017,-0.07,0.036,0.061,0.039,0.018,0.024,,0.045,-0.016,44.2,108.2,341,890.5,949,574.7,330.2,125
3000,3000,61.36497496,-139.1836846,597099,6804792,1003.7,102.9,219,0.2,,-0.028,,0.035,0.052,0.047,0.022,,,0.071,,0.078,0.062,0.07,0.106,,,0.061,0.031,0.004,,-0.014,-0.024,0,,0.076,0.034,0.013,,0.042,0.059,0.001,44.6,90.7,373.5,642.1,900,816.5,417.4,66.6
3000,3000,61.36497496,-139.1836846,597099,6804792,1003.7,246.6,211,0,,0.049,,0.073,0.061,0.051,0.007,,,0.021,,0.047,0.043,0.057,0.097,,,0.08,0.039,0.012,,-0.014,-0.025,-0.068,,0.055,0.032,0.016,,0.057,0.073,0.039,46.2,130.6,399.4,869.7,1095.3,790,289.8,44.7
3000,3250,61.3666311,-139.1806136,597258,6804981,1001,16.7,135,0,-0.182,-0.016,0.016,0.033,0.046,0.065,0.075,0.123,-0.09,0.006,0.032,0.039,0.046,0.068,0.11,0.177,0.143,0.065,0.04,0.035,0.03,0.023,0.006,-0.027,0.102,0.065,0.048,0.035,0.039,0.05,0.046,0.023,15.8,104.3,303,643.8,1038,1045.3,499.3,63
3000,3500,61.36845765,-139.1775324,597417,6805189,983.2,89.3,323,0,-0.195,-0.042,-0.014,0.001,0.019,0.041,-0.003,,-0.046,-0.013,0.014,0.033,0.057,0.091,0.118,,0.078,0.057,0.046,0.044,0.041,0.038,0.006,-0.108,0.052,0.06,0.058,0.058,0.067,0.075,0.062,-0.105,47.2,163.8,418.1,755.2,1101.5,1050.6,300.1,13.1
3000,3750,61.36999574,-139.1743741,597581,6805365,957.2,201.5,299,0,,-0.059,-0.044,-0.031,-0.004,0.039,0.054,0.172,,-0.044,-0.023,0.003,0.031,0.059,0.084,0.076,,0.066,0.047,0.056,0.059,0.047,0.024,-0.037,,0.045,0.052,0.054,0.057,0.053,0.04,0.035,69.6,233.1,556.4,864.4,942.1,754,312.4,23.4
3000,4000,61.37167908,-139.1713379,597738,6805557,933.4,221.4,302,0,,0.026,-0.09,-0.074,-0.047,-0.012,0,-0.29,,-0.13,-0.064,-0.034,0,0.03,0.048,0.098,0.014,0.041,0.043,0.054,0.063,0.056,0.023,-0.089,0.064,0.008,0.051,0.061,0.063,0.052,0.041,-0.007,51.3,132.2,464.9,731.1,926.3,804.2,257.1,20.2
