Line,Station,Lat,Long,E_WGS84_Z7,N_WGS84_Z7,ALT,Az,Dur,Noise,rE_0011,rE_0022,rE_0045,rE_0090,rE_0180,rE_0360,rE_0720,rE_1440,rN_0011,rN_0022,rN_0045,rN_0090,rN_0180,rN_0360,rN_0720,rN_1440,iE_0011,iE_0022,iE_0045,iE_0090,iE_0180,iE_0360,iE_0720,iE_1440,iN_0011,iN_0022,iN_0045,iN_0090,iN_0180,iN_0360,iN_0720,iN_1440,SNI_0011,SNI_0022,SNI_0045,SNI_0090,SNI_0180,SNI_0360,SNI_0720,SNI_1440
5000,2750,61.35133223,-139.1588173,598471,6803310,989.7,336.6,180,0,-0.081,-0.041,-0.025,-0.04,-0.061,-0.078,-0.099,-0.122,-0.006,0.056,0.071,0.043,-0.003,-0.046,-0.081,-0.088,0.092,0.022,0,-0.023,-0.027,-0.021,-0.01,-0.005,0.099,0.044,-0.006,-0.052,-0.067,-0.056,-0.027,0.008,33,145,406.5,771.5,1317.7,1987.1,1204.5,178.7
5000,3000,61.35316032,-139.1558859,598622,6803518,982.9,267.7,180,0,-0.018,-0.005,0.003,-0.012,-0.02,-0.029,-0.042,-0.062,-0.053,0.015,0.024,0.01,-0.012,-0.029,-0.024,-0.023,0.101,0.042,0.014,-0.008,-0.009,0.004,0.048,,0.07,0.036,0.008,-0.026,-0.027,-0.021,-0.025,,39.2,171.1,425,684,518.7,277.4,167,52.6
5000,3000,61.35316032,-139.1558859,598622,6803518,982.9,179.6,177,0,0.012,0.015,0.009,0,-0.016,-0.046,-0.07,-0.173,0.013,0.026,0.043,0.025,0.004,-0.008,0.001,0.08,0.124,0.055,0.009,-0.012,-0.016,-0.011,0,0.198,-0.012,0.041,0.001,-0.022,-0.028,-0.014,-0.009,-0.106,36.6,140.1,402.9,657.3,453,175.1,178.8,17.5
5000,3250,61.35469588,-139.1525786,598794,6803694,975.4,89.2,309,0,,-0.166,-0.012,0.012,0.022,0.055,0.078,,,0.009,0.03,0.033,0.041,0.062,0.086,,,0.091,0.036,0.033,0.031,0.027,0.035,0.069,,0.054,0.036,0.028,0.036,0.04,0.026,0.032,29.3,75.2,360,721,547.2,457.2,242.9,43.9
5000,3500,61.35643206,-139.1495022,598953,6803892,955.9,282.2,180,0,0.204,0.01,0.022,0.054,0.076,0.14,0.232,,-0.217,-0.07,-0.048,-0.049,-0.031,-0.007,-0.011,,0.031,0.075,0.067,0.074,0.077,0.068,0.024,,0.025,0.032,0.028,0.03,0.041,0.048,0.054,,27.4,129.4,345.9,529.9,382.1,206.2,125.8,13.5
5000,3750,61.35801488,-139.1463785,599115,6804073,958,68.3,215,0,,-0.08,-0.014,0.028,0.058,0.088,0.144,,,-0.043,-0.062,-0.063,-0.048,-0.016,0.028,,0.114,0.075,0.066,0.058,0.061,0.071,0.026,,0.049,0.034,0.029,0.038,0.052,0.062,0.143,,26.6,121,309.2,517.4,333.6,109,47.1,0
5000,4000,61.3598227,-139.1432972,599274,6804279,934.2,160.9,179,5.3,-0.076,-0.062,-0.038,-0.024,-0.02,-0.025,-0.031,,-0.111,-0.119,-0.117,-0.116,-0.106,-0.079,-0.093,,0.106,0.039,0.037,0.028,0.023,0.02,0.024,,0,0.004,0.003,0.017,0.029,0.043,0.063,,39.3,165.6,412.6,660,434.2,117.1,98.8,0
5000,4000,61.3598227,-139.1432972,599274,6804279,934.2,45.2,134,0,-0.168,-0.042,-0.026,-0.011,-0.004,0.006,0.001,0.173,-0.202,-0.124,-0.117,-0.117,-0.106,-0.085,-0.09,-0.163,0.02,0.049,0.039,0.029,0.02,0.024,0.011,,0.097,0.034,0.018,0.027,0.037,0.043,0.067,,29.8,154.7,376,579.6,331,99.1,75.6,0
5000,4250,61.36154099,-139.1402396,599432,6804475,913.3,228.1,241,0,0.11,-0.072,-0.085,-0.077,-0.084,-0.146,,,-0.413,-0.167,-0.156,-0.165,-0.162,-0.163,,,-0.021,0.035,0.015,-0.004,-0.019,-0.032,-0.027,,-0.01,-0.013,-0.011,-0.002,0.007,0.016,0.036,,40.3,190.4,527.7,789.6,522.9,123.1,271.8,14.5
5000,4500,61.36312435,-139.137171,599591,6804656,898.3,211.4,128,0,0.012,-0.067,-0.041,-0.016,-0.006,0.021,0.041,,-0.181,-0.112,-0.093,-0.057,-0.017,0.022,0.075,,0.076,0.068,0.06,0.046,0.032,0.048,0.049,,-0.012,0.043,0.057,0.073,0.085,0.086,0.082,,29.9,154.7,339.9,505.1,319.4,241.6,221.3,0
5000,4750,61.36483172,-139.1339824,599756,6804851,880.6,191.6,159,0,0.032,-0.046,-0.006,0.03,0.052,0.073,0.081,,-0.113,-0.075,-0.05,0,0.041,0.071,0.07,,0.125,0.095,0.077,0.065,0.053,0.031,0.008,,-0.004,0.054,0.076,0.074,0.064,0.039,0.001,,37.4,169.9,388.2,596.7,453.6,312.3,140.1,0.6
5000,5000,61.36649544,-139.1308896,599916,6805041,855,218.7,121,0,-0.055,-0.041,0.005,0.058,0.087,0.098,0.1,0.09,-0.106,-0.061,-0.017,0.048,0.084,0.11,0.105,0.106,0.087,0.1,0.099,0.075,0.048,0.022,-0.001,-0.016,0.019,0.065,0.079,0.075,0.055,0.027,0.006,0.01,166.7,307.3,476.8,631.7,1005.5,1857.5,4405.7,5544
5000,5000,61.36649544,-139.1308896,599916,6805041,855,287.5,67,0,-0.012,-0.035,0.023,0.043,0.057,0.069,0.07,0.055,-0.139,-0.072,-0.014,0.047,0.093,0.116,0.123,0.126,0.098,0.084,0.066,0.042,0.033,0.013,-0.007,-0.015,0.043,0.086,0.101,0.096,0.069,0.043,0.023,0.011,111.3,208.6,295.3,441.3,742.7,1191.7,2819.7,4503.6
5000,5250,61.36816012,-139.1278713,600072,6805231,850.9,115.5,201,0.1,,,-0.005,0.043,0.056,0.055,0.05,0.038,,,0.066,0.059,0.076,0.074,0.058,0.045,0.033,0.127,0.06,0.039,0.015,-0.002,-0.015,-0.025,0.036,0.039,0.072,0.054,0.023,-0.005,-0.021,-0.03,66.2,135.3,279.7,998.1,1448.1,2239,2381.2,3495.5
5000,5500,61.36967012,-139.1247122,600236,6805404,849.9,242.4,128,0.3,,0,0.026,0.041,0.043,0.042,0.006,-0.024,,-0.054,-0.019,0.019,0.029,0.021,0.003,-0.012,0.034,0.043,0.046,0.026,0.006,-0.003,-0.012,-0.032,0.036,0.048,0.052,0.036,0.013,-0.003,-0.007,-0.012,32.3,134.5,298.1,589.7,682.2,467.2,216.5,315.9
5000,5750,61.37149332,-139.1214778,600403,6805612,844.8,244.8,163,0,0.023,-0.049,-0.009,0.008,0.027,0.025,0.023,0.023,-0.064,-0.014,-0.012,0.008,0.008,0.01,0.016,0.012,,-0.013,0.041,0.013,0.009,0.004,0.007,-0.002,,0.072,0.034,0.032,0.011,0.001,-0.005,0.013,20.6,140.4,387.4,541.2,837.5,1175.4,2005.4,3583
5000,6000,61.3731847,-139.1184569,600559,6805805,843.5,320.3,121,14.9,-0.036,-0.021,-0.008,0.004,0.004,0.019,0.026,0.002,-0.073,-0.049,-0.033,-0.011,0,0.008,0.022,0.002,-0.027,0.024,0.023,0.024,0.012,0.012,0.025,-0.029,-0.002,0.011,0.023,0.028,0.018,0.01,0.025,-0.005,41.5,116.8,264.9,352.1,310.5,224.4,149.9,106
5000,6000,61.3731847,-139.1184569,600559,6805805,843.5,56.8,164,0,-0.054,-0.073,-0.03,0.001,0.006,0.016,0.038,0.014,-0.039,-0.019,-0.01,0.008,0.018,0.019,0.04,0.014,0.009,0.024,0.022,0.02,0.008,0.011,0.014,0.018,-0.004,0.014,0.027,0.022,0.013,0.004,0.008,0.031,46.2,116.3,286.3,484.4,543.5,439.8,190.7,235.9
5000,6250,61.37478629,-139.115441,600715,6805988,839.1,281.8,222,0,,-0.098,-0.007,-0.001,0.007,0.017,0.023,0.01,,-0.076,-0.048,-0.03,-0.021,-0.016,-0.01,-0.023,-0.054,0.036,0.012,0.023,0.018,0.013,0.007,-0.002,-0.073,-0.023,0.011,0.015,0.012,0.006,0.001,-0.002,25.2,122.5,361.2,681.5,770.7,788.5,634.9,446.7
5000,6500,61.37649418,-139.1123249,600876,6806183,836.7,195.1,137,0,,,,0.067,0.021,0.027,0.058,0.072,,,,-0.035,-0.028,-0.03,-0.066,-0.088,,,0.018,0.001,0.016,0.018,0.019,0.012,,,0.003,0.011,0.002,-0.001,-0.014,-0.009,86.3,54.8,284.1,398.3,881.3,635.9,349.4,565.1
5000,6750,61.37814738,-139.1091555,601040,6806372,833.7,181.3,121,0,,-0.023,-0.016,0.002,0.002,0.016,0.064,0.085,,-0.019,-0.034,-0.034,-0.032,-0.036,-0.006,-0.022,-0.052,-0.014,0.018,0.02,0.017,0.017,0.043,0,-0.048,-0.024,-0.017,-0.005,-0.004,-0.002,0.008,0,58.8,147.5,416.7,731,730.8,365.3,121.4,64.5
5000,7000,61.3798031,-139.1061729,601194,6806561,830.9,357.8,178,0.1,,-0.04,-0.022,-0.008,0.005,0.016,0.051,-0.025,,-0.034,-0.04,-0.034,-0.029,-0.027,-0.026,-0.011,,-0.004,0.008,0.019,0.026,0.03,0.077,-0.131,,-0.041,-0.013,0,0.002,0.004,-0.003,0.004,24.5,109.7,323.5,838.2,1000,400.5,58.8,11.5
5000,7000,61.3798031,-139.1061729,601194,6806561,830.9,64.5,191,0,-0.056,-0.037,-0.011,-0.005,-0.001,0.014,-0.004,0.063,0.003,-0.028,-0.033,-0.026,-0.025,-0.024,-0.067,-0.06,-0.053,0.008,0.009,0.019,0.023,0.031,0.05,0.159,-0.054,-0.031,-0.013,-0.003,-0.002,0,0.003,0.149,48.4,146.6,383,656.4,498.3,194.5,101.1,76.3
6000,0,61.32693873,-139.1791787,597458,6800563,958.7,159.9,175,0,,,-0.053,-0.11,-0.141,-0.127,-0.129,-0.082,,,-0.154,-0.059,0.014,0.066,0.09,0.104,,,,,,0.132,,0.052,,,,,,-0.009,,0.003,85.6,148.6,305.2,595.2,825.8,1202.3,1687.9,3705
6000,0,61.32693873,-139.1791787,597458,6800563,958.7,343,128,0,-0.1,-0.12,-0.129,-0.134,-0.143,-0.15,-0.152,-0.139,-0.106,-0.117,-0.12,-0.116,-0.095,-0.052,-0.015,0.012,0.017,-0.008,-0.013,-0.009,-0.013,-0.004,0.013,0.025,-0.02,-0.016,0.003,0.03,0.054,0.067,0.06,0.04,114.7,261.5,633.5,1184.4,1541,2287.2,3611.8,3708.3
6000,250,61.32858681,-139.1761864,597613,6800751,972.4,112.5,128,0,-0.129,-0.136,-0.162,-0.183,-0.208,-0.246,,,-0.092,-0.121,-0.133,-0.142,-0.135,-0.106,,,-0.006,-0.035,-0.045,-0.05,-0.063,-0.061,-0.033,-0.029,-0.049,-0.031,-0.017,0.004,0.033,0.061,0.078,0.069,76,263,648.8,1204.9,1467.2,1625.8,2489.7,4305.6
6000,500,61.33035568,-139.1728318,597787,6800953,951.4,264.3,122,0,-0.092,-0.085,-0.094,-0.098,-0.102,-0.103,-0.085,-0.048,-0.133,-0.115,-0.126,-0.137,-0.132,-0.098,-0.044,0.005,0.015,-0.004,-0.002,0.002,0.007,0.024,0.049,0.056,-0.038,-0.026,-0.017,0.005,0.039,0.076,0.088,0.077,91.9,336.1,684.7,1278.7,1569,1935.8,2463.3,2734.5
6000,750,61.33200363,-139.1698389,597942,6801141,984.7,76.6,90,0,-0.041,-0.037,-0.036,-0.038,-0.051,-0.08,-0.107,-0.138,-0.041,-0.026,-0.018,-0.011,-0.007,0.006,0.037,0.065,0.035,-0.006,-0.008,-0.021,-0.043,-0.054,-0.057,-0.063,0.003,0.011,0.014,0.016,0.026,0.041,0.054,0.05,94.1,232.5,573.9,1036.3,1558.8,1818.3,1704.8,1827.4
6000,1000,61.33369536,-139.1667684,598101,6801334,974.8,194.1,170,0,0.437,0.061,0.055,0.066,0.052,0.012,-0.047,-0.098,0.032,0.035,0.059,0.075,0.083,0.089,0.09,0.08,0.039,0.02,0.016,-0.011,-0.048,-0.088,-0.1,-0.097,0.002,0.042,0.036,0.024,0.016,0.008,0.001,-0.004,75.5,218,607.9,1382.9,1468.7,1105.5,1458.2,1772.5
6000,1000,61.33369536,-139.1667684,598101,6801334,974.8,41.4,153,0,,,-0.017,0.013,0,-0.042,-0.091,-0.133,,,0.083,0.102,0.105,0.087,0.067,0.043,,,0.008,-0.019,-0.049,-0.081,-0.087,-0.08,,,0.042,0.017,-0.005,-0.029,-0.041,-0.049,86.7,104,322,924.8,1341.6,1993.6,2195.9,1573.2
6000,1250,61.33533116,-139.1635512,598268,6801521,994.5,240.9,120,0,0.266,0.096,0.093,0.105,0.087,0.042,-0.02,-0.065,-0.003,0.07,0.108,0.126,0.129,0.125,0.111,0.074,0.051,0.06,0.023,-0.01,-0.057,-0.088,-0.084,-0.052,0.051,0.043,0.041,0.019,0,-0.015,-0.034,-0.042,43.6,214.8,560.5,1131.2,1236.1,1013.8,1407.3,1036.5
6000,1500,61.33703943,-139.1603856,598432,6801716,1004.3,101.1,139,0,0.041,0.079,0.076,0.074,0.05,-0.012,-0.07,-0.11,0.106,0.142,0.181,0.202,0.204,0.191,0.166,0.123,0.085,0.039,0.009,-0.033,-0.066,-0.093,-0.09,-0.067,0.091,0.081,0.055,0.023,-0.006,-0.031,-0.063,-0.084,42.2,151.3,372.2,761.1,943,1162.2,1429.7,1283
6000,1750,61.33864071,-139.157282,598593,6801899,1017.2,173.2,195,0,,0.108,0.117,0.108,0.087,0.044,0.013,-0.015,,0.102,0.123,0.127,0.116,0.107,0.104,0.075,-0.022,0.041,0.012,-0.025,-0.054,-0.07,-0.055,-0.036,0.014,0.05,0.03,0,-0.015,-0.022,-0.027,-0.035,58.8,290.7,754.2,1549.5,2329.8,3810.4,5378,5474.4
6000,2000,61.34034163,-139.154247,598750,6802093,1031.2,133.4,124,0,0.049,0.091,0.092,0.079,0.058,0.034,-0.004,0.035,0.057,0.081,0.103,0.086,0.061,0.043,0.014,0.025,0.086,0.044,0.007,-0.023,-0.037,-0.039,,-0.031,0.067,0.033,0.001,-0.029,-0.038,-0.037,,-0.047,46.2,150.1,463.7,886.7,1038.6,1277.9,1078.9,1509.9
6000,2000,61.34034163,-139.154247,598750,6802093,1031.2,14.6,123,0,0.004,0.038,0.038,0.03,0.023,0.006,0.009,0.041,0.042,0.101,0.118,0.099,0.068,0.043,0.043,0.071,0.057,0.026,0.005,-0.009,-0.013,-0.017,-0.014,,0.074,0.043,0.004,-0.031,-0.043,-0.039,-0.052,,67.9,214.7,569.5,1016.8,1337.7,1453.7,1137.9,1333.9
6000,2250,61.34206838,-139.1511353,598911,6802290,1035.5,312.6,311,0,0.008,0.047,0.039,0.03,0.026,0.044,,,-0.008,0.063,0.073,0.052,0.022,0.005,,,0.055,0.029,0.004,-0.005,-0.007,0.002,-0.056,,0.067,0.042,0,-0.028,-0.026,-0.005,0.033,,53.6,178.8,486.5,770.4,630.9,425.4,214.2,48
6000,2500,61.34378119,-139.1483233,599056,6802485,1036.2,275,194,0,0.063,0.035,0.039,0.03,0.012,-0.009,-0.033,,-0.101,0.049,0.069,0.056,0.033,0.019,0.005,,0.108,0.029,-0.002,-0.016,-0.036,-0.044,-0.056,-0.066,0.055,0.039,0.006,-0.021,-0.025,-0.021,-0.014,-0.03,35.8,165.4,477,841.5,933,1213.9,663.3,58.7
6000,2750,61.34549169,-139.1446883,599245,6802681,1025.2,0.8,183,0,,0.009,0.023,0.029,0.025,0.033,0.008,,,0.105,0.14,0.155,0.17,0.188,0.199,,,0.049,0.029,0.015,0.008,-0.013,-0.02,-0.081,,0.097,0.066,0.044,0.035,0.023,0.004,-0.024,39.6,137,362.2,621.5,517.8,465.5,248.1,65.8
6000,3000,61.34712003,-139.1416189,599404,6802867,1026.9,285,186,0,,0.011,0.035,0.053,0.057,0.063,0.055,,,0.043,0.091,0.113,0.134,0.16,0.183,,0.101,0.054,0.043,0.03,0.02,0.003,-0.096,,0.017,0.087,0.072,0.055,0.053,0.048,0.058,,12.6,121.7,312.2,548.7,401.8,155.2,67.4,53.1
6000,3000,61.34712003,-139.1416189,599404,6802867,1026.9,228.6,168,0,0.022,0.056,0.064,0.078,0.087,0.092,0.094,0.806,-0.058,0.042,0.087,0.107,0.125,0.152,0.166,-0.335,0.068,0.077,0.054,0.032,0.023,0.009,-0.008,0.106,0.104,0.085,0.063,0.05,0.05,0.043,0.03,0.025,34.4,130.5,347.9,628.4,697.1,809.3,550.5,88.2
6000,3250,61.34881418,-139.1387695,599551,6803060,996.5,6.9,127,0,,-0.184,-0.045,-0.037,-0.022,-0.03,-0.119,-0.183,,0.018,0.047,0.054,0.073,0.086,0.086,0.089,0.041,-0.017,0.009,0.014,-0.009,-0.016,-0.031,-0.069,0.117,0.08,0.052,0.035,0.028,0.014,-0.009,-0.027,40.1,78.6,246.5,354,322.7,143.6,49.6,21
6000,3500,61.35046622,-139.1354736,599722,6803249,972.2,288.1,104,41,-0.108,-0.09,-0.027,-0.017,-0.02,0.001,0.008,0,-0.11,-0.048,-0.022,-0.014,-0.005,0.012,0.035,0.061,0.091,0.029,0.032,0.02,0.013,0.022,0.061,0.06,0.046,0.052,0.036,0.028,0.038,0.045,0.043,0.048,29.7,106.6,325.4,503.4,413.8,416.4,392.5,134.8
6000,3750,61.35207666,-139.1324229,599880,6803433,942.9,20.4,96,0,-0.074,-0.06,-0.048,-0.051,-0.057,-0.056,-0.043,-0.017,-0.117,-0.093,-0.082,-0.096,-0.107,-0.106,-0.092,-0.066,0.027,0.022,0.007,0.012,0.006,0.02,0.037,0.041,0.015,0.029,0.005,-0.005,0.002,0.019,0.036,0.056,45,113.9,285.1,594.1,1135.1,1651.3,1138.8,281.2
6000,4000,61.35387597,-139.129398,600036,6803638,933.9,43.7,171,0,,-0.07,-0.075,-0.07,-0.063,-0.056,-0.07,-0.036,,-0.122,-0.116,-0.132,-0.138,-0.126,-0.093,-0.054,0.049,0.007,0.014,0.003,0.004,0.04,0.144,0.049,0.043,0.023,-0.003,-0.001,0.016,0.041,0.054,0.068,58.3,112.7,286.5,481.9,426.2,233.5,115.7,107.1
6000,4000,61.35387597,-139.129398,600036,6803638,933.9,277.4,132,0,,-0.057,-0.037,-0.083,-0.094,-0.094,-0.073,-0.051,,-0.139,-0.124,-0.138,-0.139,-0.127,-0.096,-0.063,,0.01,0.013,0.002,0.007,0.025,0.043,0.045,,-0.019,0.002,0,0.019,0.043,0.064,0.07,24.3,107,362.4,785.1,1983.1,2868.1,2949,1100.7
6000,4250,61.35545755,-139.1262175,600201,6803819,918.7,331.6,120,0,,-0.128,-0.074,-0.063,-0.067,-0.07,-0.054,-0.091,,-0.145,-0.139,-0.161,-0.159,-0.149,-0.121,-0.088,0.137,0.009,0.014,0.004,0,0.014,0.02,0.004,-0.071,0.01,0.01,0.001,0.017,0.038,0.051,0.041,120.1,115.8,289,653.2,861.5,682.6,374.5,106
6000,4500,61.35714698,-139.1230488,600365,6804012,913.4,359.3,93,0,-0.102,-0.038,-0.018,-0.004,0.003,0.004,0.005,0.001,-0.13,-0.074,-0.023,0.027,0.075,0.119,0.151,0.167,0.025,0.045,0.039,0.024,0.011,0.009,0.014,-0.019,0.07,0.084,0.093,0.095,0.09,0.074,0.045,0.013,34.7,88.1,177.8,239.7,305.7,540.5,595.1,100.3
6000,4750,61.35896273,-139.1199284,600526,6804219,895.3,39.6,109,0,-0.084,-0.03,-0.003,0.03,0.033,0.024,0.015,0.013,-0.112,-0.039,0.033,0.105,0.16,0.188,0.172,0.122,0.034,0.051,0.052,0.029,0.004,-0.011,-0.011,-0.009,0.08,0.1,0.12,0.106,0.069,0.009,-0.056,-0.097,46.6,130.7,244,397.2,854.3,1863.9,1535,523.1
6000,5000,61.36069765,-139.1168124,600687,6804417,876.7,264.2,137,0,,-0.024,0.031,0.073,0.092,0.088,0.081,0.072,,-0.037,0.014,0.077,0.121,0.137,0.129,0.104,0.045,0.085,0.077,0.056,0.03,0.005,-0.004,-0.002,0.071,0.084,0.1,0.088,0.06,0.018,-0.014,-0.028,43.5,124.9,274.6,492.7,909.4,1718.5,1550.4,578.2
6000,5000,61.36069765,-139.1168124,600687,6804417,876.7,332.6,187,0,,,0.01,0.037,0.049,0.052,0.046,0.024,,,0.013,0.086,0.134,0.149,0.135,0.112,-0.082,-0.016,0.055,0.046,0.022,0.007,0.006,0.013,0.09,0.089,0.112,0.097,0.062,0.013,-0.018,-0.034,73.3,96.1,230.9,460.2,1017.9,1675.6,1346.9,284.9
6000,5250,61.36198075,-139.1134989,600860,6804565,863.3,359.9,64,0,,-0.034,-0.007,0.026,0.031,0.029,0.032,0.028,,-0.037,0.013,0.061,0.077,0.064,0.032,-0.013,,0.026,0.036,0.033,0.025,0.018,0.026,0.037,,0.071,0.069,0.046,0.004,-0.045,-0.074,-0.099,15.9,67,192.2,559.1,1238.6,1559.6,975.8,116.4
6000,5500,61.36390277,-139.1109322,600991,6804783,853.7,258.6,127,0,,,,,,,,,,,,,,,,,0.015,0.07,0.059,,,,0.135,0.103,-0.011,-0.001,-0.008,,,,-0.045,-0.059,40.1,75.7,131.2,224,387.2,763.5,999.5,301.3
6000,5750,61.36552642,-139.1075788,601165,6804969,844.7,295.1,90,0,0.057,-0.01,-0.005,0.009,0.01,0.008,0.002,-0.003,-0.125,-0.043,-0.021,0.009,0.024,0.036,0.04,0.044,0.092,0.006,0.023,0.013,0.004,-0.001,-0.001,-0.003,-0.075,0.031,0.043,0.038,0.031,0.023,0.018,0.002,24,109.6,300.1,761.9,1881.7,3143.9,2938.9,1440
6000,6000,61.36715286,-139.1044306,601328,6805155,839.7,333.7,102,0,-0.132,-0.026,-0.022,-0.005,-0.001,-0.003,-0.006,-0.009,-0.051,-0.044,-0.028,-0.009,0.007,0.02,0.029,0.057,-0.012,0.014,0.013,0.005,0.003,0.003,-0.004,0,0.003,0.006,0.026,0.03,0.028,0.017,0.015,-0.006,24.4,98.6,251.9,418.7,395.1,262.6,157.5,110.2
6000,6000,61.36715286,-139.1044306,601328,6805155,839.7,262.8,99,0,-0.03,-0.021,-0.003,0.012,0.012,0.014,0.003,-0.023,-0.055,-0.057,-0.031,-0.015,0,0.014,0.025,0.034,-0.097,0.016,0.018,0.012,0.006,0.002,-0.005,-0.01,0.042,-0.001,0.025,0.029,0.029,0.026,0.022,-0.011,28.9,124.1,307,540.5,453.9,346.7,207.2,109.9
6000,6250,61.36889978,-139.1015555,601476,6805354,837.6,204.5,133,0,0.001,0.002,0,0.012,0.005,0.003,0.004,-0.007,0.02,-0.044,-0.034,-0.021,-0.008,0.004,0.02,0.012,-0.096,0.007,0.012,0.007,0,0.013,0.009,0.011,0.005,-0.012,0.008,0.017,0.019,0.015,0.009,-0.011,35.1,150.8,403,665.9,515,143.6,146.2,183.4
6000,6500,61.37049942,-139.098427,601638,6805537,836.6,291.8,61,0.1,0.018,-0.008,-0.02,-0.008,-0.01,-0.013,0.003,-0.05,-0.075,-0.056,-0.048,-0.035,-0.022,-0.016,-0.027,-0.019,-0.02,-0.001,0.007,0.006,0.004,-0.003,-0.007,0,-0.026,-0.024,0.004,0.015,0.017,0.021,-0.004,-0.041,29.5,107.4,293.7,517.2,499.8,320.7,108.4,109.1
6000,6750,61.37230431,-139.0952108,601804,6805743,826.7,33.8,100,0,-0.04,-0.028,-0.022,-0.011,-0.012,-0.015,-0.042,,-0.012,-0.023,-0.027,-0.017,-0.01,-0.003,0.082,,-0.072,-0.017,0.002,0.002,0,0.012,-0.018,-0.079,-0.052,-0.023,-0.006,0.008,0.01,0.015,0.019,0.032,43.6,135.8,332.4,562,412.7,95.8,50.5,214.1
6000,7000,61.37384256,-139.0921977,601960,6805919,828.5,116,91,0.1,-0.083,-0.025,-0.016,-0.006,-0.001,0.007,0.013,0.049,0.064,-0.008,-0.023,-0.015,-0.011,-0.01,-0.003,0.02,-0.012,-0.023,-0.001,-0.002,-0.004,-0.009,-0.022,-0.024,-0.059,-0.029,-0.008,0,-0.002,0.002,0.013,0.052,22.4,122.7,349.6,570.6,405.5,199.1,93,150
6000,7000,61.37384256,-139.0921977,601960,6805919,828.5,185.8,147,0,-0.055,-0.002,-0.006,-0.004,0,-0.008,-0.038,-0.022,0.092,-0.025,-0.025,-0.024,-0.022,-0.016,0.017,-0.002,-0.109,-0.045,-0.006,-0.003,-0.007,-0.012,-0.014,-0.012,-0.012,-0.015,-0.012,0.002,0.004,0.009,0.02,-0.006,35.2,207.1,511.5,970.9,705.6,309.4,69.6,192.7
7000,0,61.32102904,-139.1650983,598230,6799926,1075,322.1,49,0,-0.055,-0.086,-0.096,-0.096,-0.102,-0.112,-0.121,-0.125,-0.064,-0.075,-0.075,-0.071,-0.059,-0.021,0.019,0.033,0.002,-0.014,-0.013,-0.01,-0.014,-0.015,-0.012,0,-0.012,-0.006,0.005,0.013,0.037,0.052,0.04,0.011,45.2,400,776.5,1500.8,1674.8,2162.2,3778.3,6295.5
7000,0,61.32102904,-139.1650983,598230,6799926,1075,321.9,49,0,-0.079,-0.072,-0.085,-0.094,-0.096,-0.108,-0.118,-0.118,-0.051,-0.032,-0.061,-0.069,-0.055,-0.022,0.017,0.039,-0.038,-0.043,-0.022,-0.016,-0.02,-0.019,-0.012,0,0,-0.03,-0.01,0.013,0.035,0.052,0.043,0.008,53.3,407.8,924.6,1680.9,1958.3,2620.2,4062.4,7637.4
7000,0,61.32102904,-139.1650983,598230,6799926,1075,17.4,87,2,-0.067,-0.063,-0.077,-0.081,-0.086,-0.1,-0.118,-0.125,0,-0.013,-0.054,-0.053,-0.046,-0.02,0.013,0.029,0.008,-0.031,-0.02,-0.024,-0.03,-0.034,-0.024,-0.011,-0.056,-0.036,-0.018,-0.003,0.021,0.039,0.034,0.005,105.4,412.9,945.6,1934.7,2983.3,4013.9,6504.2,15084.3
7000,250,61.32263145,-139.1620712,598387,6800109,1090.4,321.5,147,0,-0.22,-0.096,-0.124,-0.132,-0.146,-0.132,-0.102,-0.078,-0.029,0.039,0.066,0.092,0.108,0.133,0.159,0.177,-0.08,-0.09,-0.028,-0.028,0.003,0.03,0.043,0.047,0.037,0.029,0.036,0.025,0.036,0.043,0.03,0.003,85.8,291.2,562.7,1542,2445.8,2663.9,4824.1,10216.6
7000,500,61.32440098,-139.1587911,598557,6800311,1097.8,15.7,149,0,-0.156,,-0.116,-0.098,-0.102,-0.103,-0.098,-0.083,0.046,,0.079,0.037,0.048,0.052,0.056,0.065,0.092,-0.018,-0.05,-0.031,-0.034,-0.048,,-0.004,0.003,0.063,0.107,0.098,0.125,0.138,,0.032,120.9,215.2,517.2,816.6,1123,1576.8,3733.9,12825.5
7000,750,61.3260332,-139.1559858,598702,6800497,1062.7,211.8,150,0,,0,0.004,0.01,0.007,-0.015,-0.025,-0.023,,-0.027,-0.016,0.047,0.077,0.098,0.108,0.11,,0.03,0.004,0.001,-0.013,-0.017,-0.004,0.007,,0.052,0.075,0.056,0.053,0.045,0.04,0.054,14.1,300.5,996.5,1907.7,2554.9,3142.7,3913.8,3877.3
7000,1000,61.32778438,-139.1526873,598873,6800697,1107.5,267,82,0,0.015,0.002,0.059,0.012,-0.006,-0.017,-0.085,-0.107,-0.031,-0.018,0.107,0.09,0.115,0.127,0.091,0.048,0.037,-0.002,0.005,-0.001,-0.009,-0.046,-0.045,-0.027,0.063,0.017,0.054,0.033,0.012,-0.006,-0.04,-0.027,397.1,1377,1579,1758,5651,6227.4,8507.8,13599.3
